,Model,Sentence ID,EHI,Extractiveness Factor (EF),Positive Hallucination (PH),Over Focus (OF),Negative Hallucination (NH),Lost Focus (LF),Entity F1 Score
8782,gpt-3.5-turbo,1757,0.4,0,0,0,0,0,0
8783,t5-large,1757,0.4,0,0,0,0,0,0
8784,RefSum,1757,0.4,0,0,0,0,0,0
8785,facebookbart-large-cnn,1758,0.4,0,0,0,0,0,0
8786,googlepegasus-xsum,1758,0.4,0,0,0,0,0,0
8787,gpt-3.5-turbo,1758,0.4,0,0,0,0,0,0
8788,t5-large,1758,0.4,0,0,0,0,0,0
8789,RefSum,1758,0.4,0,0,0,0,0,0
8790,facebookbart-large-cnn,1759,0.4,0,0,0,0,0,0
8791,googlepegasus-xsum,1759,0.4,0,0,0,0,0,0
8792,gpt-3.5-turbo,1759,0.4,0,0,0,0,0,0
8793,t5-large,1759,0.4,0,0,0,0,0,0
8794,RefSum,1759,0.4,0,0,0,0,0,0
8795,facebookbart-large-cnn,1760,0.4,0,0,0,0,0,0
8796,googlepegasus-xsum,1760,0.4,0,0,0,0,0,0
8797,gpt-3.5-turbo,1760,0.4,0,0,0,0,0,0
8798,t5-large,1760,0.4,0,0,0,0,0,0
8799,RefSum,1760,0.4,0,0,0,0,0,0
8800,facebookbart-large-cnn,1761,0.4,0,0,0,0,0,0
8801,googlepegasus-xsum,1761,0.4,0,0,0,0,0,0
8802,gpt-3.5-turbo,1761,0.4,0,0,0,0,0,0
8803,t5-large,1761,0.4,0,0,0,0,0,0
8804,RefSum,1761,0.4,0,0,0,0,0,0
8805,facebookbart-large-cnn,1762,0.4,0,0,0,0,0,0
8806,googlepegasus-xsum,1762,0.4,0,0,0,0,0,0
8807,gpt-3.5-turbo,1762,0.4,0,0,0,0,0,0
8808,t5-large,1762,0.4,0,0,0,0,0,0
8809,RefSum,1762,0.4,0,0,0,0,0,0
8810,facebookbart-large-cnn,1763,0.4,0,0,0,0,0,0
8811,googlepegasus-xsum,1763,0.4,0,0,0,0,0,0
8812,gpt-3.5-turbo,1763,0.4,0,0,0,0,0,0
8813,t5-large,1763,0.4,0,0,0,0,0,0
8814,RefSum,1763,0.4,0,0,0,0,0,0
8815,facebookbart-large-cnn,1764,0.4,0,0,0,0,0,0
8816,googlepegasus-xsum,1764,0.4,0,0,0,0,0,0
8817,gpt-3.5-turbo,1764,0.4,0,0,0,0,0,0
8818,t5-large,1764,0.4,0,0,0,0,0,0
8819,RefSum,1764,0.4,0,0,0,0,0,0
8820,facebookbart-large-cnn,1765,0.4,0,0,0,0,0,0
8821,googlepegasus-xsum,1765,0.4,0,0,0,0,0,0
8822,gpt-3.5-turbo,1765,0.4,0,0,0,0,0,0
8823,t5-large,1765,0.4,0,0,0,0,0,0
8824,RefSum,1765,0.4,0,0,0,0,0,0
8825,facebookbart-large-cnn,1766,0.4,0,0,0,0,0,0
8826,googlepegasus-xsum,1766,0.4,0,0,0,0,0,0
8827,gpt-3.5-turbo,1766,0.4,0,0,0,0,0,0
8828,t5-large,1766,0.4,0,0,0,0,0,0
8829,RefSum,1766,0.4,0,0,0,0,0,0
8830,facebookbart-large-cnn,1767,0.4,0,0,0,0,0,0
8831,googlepegasus-xsum,1767,0.4,0,0,0,0,0,0
8832,gpt-3.5-turbo,1767,0.4,0,0,0,0,0,0
8833,t5-large,1767,0.4,0,0,0,0,0,0
8834,RefSum,1767,0.4,0,0,0,0,0,0
8835,facebookbart-large-cnn,1768,0.4,0,0,0,0,0,0
8836,googlepegasus-xsum,1768,0.4,0,0,0,0,0,0
8837,gpt-3.5-turbo,1768,0.4,0,0,0,0,0,0
8838,t5-large,1768,0.4,0,0,0,0,0,0
8839,RefSum,1768,0.4,0,0,0,0,0,0
8840,facebookbart-large-cnn,1769,0.4,0,0,0,0,0,0
8841,googlepegasus-xsum,1769,0.4,0,0,0,0,0,0
8842,gpt-3.5-turbo,1769,0.4,0,0,0,0,0,0
8843,t5-large,1769,0.4,0,0,0,0,0,0
8844,RefSum,1769,0.4,0,0,0,0,0,0
8845,facebookbart-large-cnn,1770,0.4,0,0,0,0,0,0
8846,googlepegasus-xsum,1770,0.4,0,0,0,0,0,0
8847,gpt-3.5-turbo,1770,0.4,0,0,0,0,0,0
8848,t5-large,1770,0.4,0,0,0,0,0,0
8849,RefSum,1770,0.4,0,0,0,0,0,0
8850,facebookbart-large-cnn,1771,0.4,0,0,0,0,0,0
8851,googlepegasus-xsum,1771,0.4,0,0,0,0,0,0
8852,gpt-3.5-turbo,1771,0.4,0,0,0,0,0,0
8853,t5-large,1771,0.4,0,0,0,0,0,0
8854,RefSum,1771,0.4,0,0,0,0,0,0
8855,facebookbart-large-cnn,1772,0.4,0,0,0,0,0,0
8856,googlepegasus-xsum,1772,0.4,0,0,0,0,0,0
8857,gpt-3.5-turbo,1772,0.4,0,0,0,0,0,0
8858,t5-large,1772,0.4,0,0,0,0,0,0
8859,RefSum,1772,0.4,0,0,0,0,0,0
8860,facebookbart-large-cnn,1773,0.4,0,0,0,0,0,0
8861,googlepegasus-xsum,1773,0.4,0,0,0,0,0,0
8862,gpt-3.5-turbo,1773,0.4,0,0,0,0,0,0
8863,t5-large,1773,0.4,0,0,0,0,0,0
8864,RefSum,1773,0.4,0,0,0,0,0,0
8865,facebookbart-large-cnn,1774,0.4,0,0,0,0,0,0
8866,googlepegasus-xsum,1774,0.4,0,0,0,0,0,0
8867,gpt-3.5-turbo,1774,0.4,0,0,0,0,0,0
8868,t5-large,1774,0.4,0,0,0,0,0,0
8869,RefSum,1774,0.4,0,0,0,0,0,0
8870,facebookbart-large-cnn,1775,0.4,0,0,0,0,0,0
8871,googlepegasus-xsum,1775,0.4,0,0,0,0,0,0
8872,gpt-3.5-turbo,1775,0.4,0,0,0,0,0,0
8873,t5-large,1775,0.4,0,0,0,0,0,0
8874,RefSum,1775,0.4,0,0,0,0,0,0
8875,facebookbart-large-cnn,1776,0.4,0,0,0,0,0,0
8876,googlepegasus-xsum,1776,0.4,0,0,0,0,0,0
8877,gpt-3.5-turbo,1776,0.4,0,0,0,0,0,0
8878,t5-large,1776,0.4,0,0,0,0,0,0
8879,RefSum,1776,0.4,0,0,0,0,0,0
8880,facebookbart-large-cnn,1777,0.4,0,0,0,0,0,0
8881,googlepegasus-xsum,1777,0.4,0,0,0,0,0,0
8882,gpt-3.5-turbo,1777,0.4,0,0,0,0,0,0
8883,t5-large,1777,0.4,0,0,0,0,0,0
8884,RefSum,1777,0.4,0,0,0,0,0,0
8885,facebookbart-large-cnn,1778,0.4,0,0,0,0,0,0
8886,googlepegasus-xsum,1778,0.4,0,0,0,0,0,0
8887,gpt-3.5-turbo,1778,0.4,0,0,0,0,0,0
8888,t5-large,1778,0.4,0,0,0,0,0,0
8889,RefSum,1778,0.4,0,0,0,0,0,0
8890,facebookbart-large-cnn,1779,0.4,0,0,0,0,0,0
8891,googlepegasus-xsum,1779,0.4,0,0,0,0,0,0
8892,gpt-3.5-turbo,1779,0.4,0,0,0,0,0,0
8893,t5-large,1779,0.4,0,0,0,0,0,0
8894,RefSum,1779,0.4,0,0,0,0,0,0
8895,facebookbart-large-cnn,1780,0.4,0,0,0,0,0,0
8896,googlepegasus-xsum,1780,0.4,0,0,0,0,0,0
8897,gpt-3.5-turbo,1780,0.4,0,0,0,0,0,0
8898,t5-large,1780,0.4,0,0,0,0,0,0
8899,RefSum,1780,0.4,0,0,0,0,0,0
8900,facebookbart-large-cnn,1781,0.4,0,0,0,0,0,0
8901,googlepegasus-xsum,1781,0.4,0,0,0,0,0,0
8902,gpt-3.5-turbo,1781,0.4,0,0,0,0,0,0
8903,t5-large,1781,0.4,0,0,0,0,0,0
8904,RefSum,1781,0.4,0,0,0,0,0,0
8905,facebookbart-large-cnn,1782,0.4,0,0,0,0,0,0
8906,googlepegasus-xsum,1782,0.4,0,0,0,0,0,0
8907,gpt-3.5-turbo,1782,0.4,0,0,0,0,0,0
8908,t5-large,1782,0.4,0,0,0,0,0,0
8909,RefSum,1782,0.4,0,0,0,0,0,0
8910,facebookbart-large-cnn,1783,0.4,0,0,0,0,0,0
8911,googlepegasus-xsum,1783,0.4,0,0,0,0,0,0
8912,gpt-3.5-turbo,1783,0.4,0,0,0,0,0,0
8913,t5-large,1783,0.4,0,0,0,0,0,0
8914,RefSum,1783,0.4,0,0,0,0,0,0
8915,facebookbart-large-cnn,1784,0.4,0,0,0,0,0,0
8916,googlepegasus-xsum,1784,0.4,0,0,0,0,0,0
8917,gpt-3.5-turbo,1784,0.4,0,0,0,0,0,0
8918,t5-large,1784,0.4,0,0,0,0,0,0
8919,RefSum,1784,0.4,0,0,0,0,0,0
8920,facebookbart-large-cnn,1785,0.4,0,0,0,0,0,0
8921,googlepegasus-xsum,1785,0.4,0,0,0,0,0,0
8922,gpt-3.5-turbo,1785,0.4,0,0,0,0,0,0
8923,t5-large,1785,0.4,0,0,0,0,0,0
8924,RefSum,1785,0.4,0,0,0,0,0,0
8925,facebookbart-large-cnn,1786,0.4,0,0,0,0,0,0
8926,googlepegasus-xsum,1786,0.4,0,0,0,0,0,0
8927,gpt-3.5-turbo,1786,0.4,0,0,0,0,0,0
8928,t5-large,1786,0.4,0,0,0,0,0,0
8929,RefSum,1786,0.4,0,0,0,0,0,0
8930,facebookbart-large-cnn,1787,0.4,0,0,0,0,0,0
8931,googlepegasus-xsum,1787,0.4,0,0,0,0,0,0
8932,gpt-3.5-turbo,1787,0.4,0,0,0,0,0,0
8933,t5-large,1787,0.4,0,0,0,0,0,0
8934,RefSum,1787,0.4,0,0,0,0,0,0
8935,facebookbart-large-cnn,1788,0.4,0,0,0,0,0,0
8936,googlepegasus-xsum,1788,0.4,0,0,0,0,0,0
8937,gpt-3.5-turbo,1788,0.4,0,0,0,0,0,0
8938,t5-large,1788,0.4,0,0,0,0,0,0
8939,RefSum,1788,0.4,0,0,0,0,0,0
8940,facebookbart-large-cnn,1789,0.4,0,0,0,0,0,0
8941,googlepegasus-xsum,1789,0.4,0,0,0,0,0,0
8942,gpt-3.5-turbo,1789,0.4,0,0,0,0,0,0
8943,t5-large,1789,0.4,0,0,0,0,0,0
8944,RefSum,1789,0.4,0,0,0,0,0,0
8945,facebookbart-large-cnn,1790,0.4,0,0,0,0,0,0
8946,googlepegasus-xsum,1790,0.4,0,0,0,0,0,0
8947,gpt-3.5-turbo,1790,0.4,0,0,0,0,0,0
8948,t5-large,1790,0.4,0,0,0,0,0,0
8949,RefSum,1790,0.4,0,0,0,0,0,0
8950,facebookbart-large-cnn,1791,0.4,0,0,0,0,0,0
8951,googlepegasus-xsum,1791,0.4,0,0,0,0,0,0
8952,gpt-3.5-turbo,1791,0.4,0,0,0,0,0,0
8953,t5-large,1791,0.4,0,0,0,0,0,0
8954,RefSum,1791,0.4,0,0,0,0,0,0
8955,facebookbart-large-cnn,1792,0.4,0,0,0,0,0,0
8956,googlepegasus-xsum,1792,0.4,0,0,0,0,0,0
8957,gpt-3.5-turbo,1792,0.4,0,0,0,0,0,0
8958,t5-large,1792,0.4,0,0,0,0,0,0
8959,RefSum,1792,0.4,0,0,0,0,0,0
8960,facebookbart-large-cnn,1793,0.4,0,0,0,0,0,0
8961,googlepegasus-xsum,1793,0.4,0,0,0,0,0,0
8962,gpt-3.5-turbo,1793,0.4,0,0,0,0,0,0
8963,t5-large,1793,0.4,0,0,0,0,0,0
8964,RefSum,1793,0.4,0,0,0,0,0,0
8965,facebookbart-large-cnn,1794,0.4,0,0,0,0,0,0
8966,googlepegasus-xsum,1794,0.4,0,0,0,0,0,0
8967,gpt-3.5-turbo,1794,0.4,0,0,0,0,0,0
8968,t5-large,1794,0.4,0,0,0,0,0,0
8969,RefSum,1794,0.4,0,0,0,0,0,0
8970,facebookbart-large-cnn,1795,0.4,0,0,0,0,0,0
8971,googlepegasus-xsum,1795,0.4,0,0,0,0,0,0
8972,gpt-3.5-turbo,1795,0.4,0,0,0,0,0,0
8973,t5-large,1795,0.4,0,0,0,0,0,0
8974,RefSum,1795,0.4,0,0,0,0,0,0
8975,facebookbart-large-cnn,1796,0.4,0,0,0,0,0,0
8976,googlepegasus-xsum,1796,0.4,0,0,0,0,0,0
8977,gpt-3.5-turbo,1796,0.4,0,0,0,0,0,0
8978,t5-large,1796,0.4,0,0,0,0,0,0
8979,RefSum,1796,0.4,0,0,0,0,0,0
8980,facebookbart-large-cnn,1797,0.4,0,0,0,0,0,0
8981,googlepegasus-xsum,1797,0.4,0,0,0,0,0,0
8982,gpt-3.5-turbo,1797,0.4,0,0,0,0,0,0
8983,t5-large,1797,0.4,0,0,0,0,0,0
8984,RefSum,1797,0.4,0,0,0,0,0,0
8985,facebookbart-large-cnn,1798,0.4,0,0,0,0,0,0
8986,googlepegasus-xsum,1798,0.4,0,0,0,0,0,0
8987,gpt-3.5-turbo,1798,0.4,0,0,0,0,0,0
8988,t5-large,1798,0.4,0,0,0,0,0,0
8989,RefSum,1798,0.4,0,0,0,0,0,0
8990,facebookbart-large-cnn,1799,0.4,0,0,0,0,0,0
8991,googlepegasus-xsum,1799,0.4,0,0,0,0,0,0
8992,gpt-3.5-turbo,1799,0.4,0,0,0,0,0,0
8993,t5-large,1799,0.4,0,0,0,0,0,0
8994,RefSum,1799,0.4,0,0,0,0,0,0
8995,facebookbart-large-cnn,1800,0.4,0,0,0,0,0,0
8996,googlepegasus-xsum,1800,0.4,0,0,0,0,0,0
8997,gpt-3.5-turbo,1800,0.4,0,0,0,0,0,0
8998,t5-large,1800,0.4,0,0,0,0,0,0
8999,RefSum,1800,0.4,0,0,0,0,0,0
9000,facebookbart-large-cnn,1801,0.4,0,0,0,0,0,0
9001,googlepegasus-xsum,1801,0.4,0,0,0,0,0,0
9002,gpt-3.5-turbo,1801,0.4,0,0,0,0,0,0
9003,t5-large,1801,0.4,0,0,0,0,0,0
9004,RefSum,1801,0.4,0,0,0,0,0,0
9005,facebookbart-large-cnn,1802,0.4,0,0,0,0,0,0
9006,googlepegasus-xsum,1802,0.4,0,0,0,0,0,0
9007,gpt-3.5-turbo,1802,0.4,0,0,0,0,0,0
9008,t5-large,1802,0.4,0,0,0,0,0,0
9009,RefSum,1802,0.4,0,0,0,0,0,0
9010,facebookbart-large-cnn,1803,0.4,0,0,0,0,0,0
9011,googlepegasus-xsum,1803,0.4,0,0,0,0,0,0
9012,gpt-3.5-turbo,1803,0.4,0,0,0,0,0,0
9013,t5-large,1803,0.4,0,0,0,0,0,0
9014,RefSum,1803,0.4,0,0,0,0,0,0
9015,facebookbart-large-cnn,1804,0.4,0,0,0,0,0,0
9016,googlepegasus-xsum,1804,0.4,0,0,0,0,0,0
9017,gpt-3.5-turbo,1804,0.4,0,0,0,0,0,0
9018,t5-large,1804,0.4,0,0,0,0,0,0
9019,RefSum,1804,0.4,0,0,0,0,0,0
9020,facebookbart-large-cnn,1805,0.4,0,0,0,0,0,0
9021,googlepegasus-xsum,1805,0.4,0,0,0,0,0,0
9022,gpt-3.5-turbo,1805,0.4,0,0,0,0,0,0
9023,t5-large,1805,0.4,0,0,0,0,0,0
9024,RefSum,1805,0.4,0,0,0,0,0,0
9025,facebookbart-large-cnn,1806,0.4,0,0,0,0,0,0
9026,googlepegasus-xsum,1806,0.4,0,0,0,0,0,0
9027,gpt-3.5-turbo,1806,0.4,0,0,0,0,0,0
9028,t5-large,1806,0.4,0,0,0,0,0,0
9029,RefSum,1806,0.4,0,0,0,0,0,0
9030,facebookbart-large-cnn,1807,0.4,0,0,0,0,0,0
9031,googlepegasus-xsum,1807,0.4,0,0,0,0,0,0
9032,gpt-3.5-turbo,1807,0.4,0,0,0,0,0,0
9033,t5-large,1807,0.4,0,0,0,0,0,0
9034,RefSum,1807,0.4,0,0,0,0,0,0
9035,facebookbart-large-cnn,1808,0.4,0,0,0,0,0,0
9036,googlepegasus-xsum,1808,0.4,0,0,0,0,0,0
9037,gpt-3.5-turbo,1808,0.4,0,0,0,0,0,0
9038,t5-large,1808,0.4,0,0,0,0,0,0
9039,RefSum,1808,0.4,0,0,0,0,0,0
9040,facebookbart-large-cnn,1809,0.4,0,0,0,0,0,0
9041,googlepegasus-xsum,1809,0.4,0,0,0,0,0,0
9042,gpt-3.5-turbo,1809,0.4,0,0,0,0,0,0
9043,t5-large,1809,0.4,0,0,0,0,0,0
9044,RefSum,1809,0.4,0,0,0,0,0,0
9045,facebookbart-large-cnn,1810,0.4,0,0,0,0,0,0
9046,googlepegasus-xsum,1810,0.4,0,0,0,0,0,0
9047,gpt-3.5-turbo,1810,0.4,0,0,0,0,0,0
9048,t5-large,1810,0.4,0,0,0,0,0,0
9049,RefSum,1810,0.4,0,0,0,0,0,0
9050,facebookbart-large-cnn,1811,0.4,0,0,0,0,0,0
9051,googlepegasus-xsum,1811,0.4,0,0,0,0,0,0
9052,gpt-3.5-turbo,1811,0.4,0,0,0,0,0,0
9053,t5-large,1811,0.4,0,0,0,0,0,0
9054,RefSum,1811,0.4,0,0,0,0,0,0
9055,facebookbart-large-cnn,1812,0.4,0,0,0,0,0,0
9056,googlepegasus-xsum,1812,0.4,0,0,0,0,0,0
9057,gpt-3.5-turbo,1812,0.4,0,0,0,0,0,0
9058,t5-large,1812,0.4,0,0,0,0,0,0
9059,RefSum,1812,0.4,0,0,0,0,0,0
9060,facebookbart-large-cnn,1813,0.4,0,0,0,0,0,0
9061,googlepegasus-xsum,1813,0.4,0,0,0,0,0,0
9062,gpt-3.5-turbo,1813,0.4,0,0,0,0,0,0
9063,t5-large,1813,0.4,0,0,0,0,0,0
9064,RefSum,1813,0.4,0,0,0,0,0,0
9065,facebookbart-large-cnn,1814,0.4,0,0,0,0,0,0
9066,googlepegasus-xsum,1814,0.4,0,0,0,0,0,0
9067,gpt-3.5-turbo,1814,0.4,0,0,0,0,0,0
9068,t5-large,1814,0.4,0,0,0,0,0,0
9069,RefSum,1814,0.4,0,0,0,0,0,0
9070,facebookbart-large-cnn,1815,0.4,0,0,0,0,0,0
9071,googlepegasus-xsum,1815,0.4,0,0,0,0,0,0
9072,gpt-3.5-turbo,1815,0.4,0,0,0,0,0,0
9073,t5-large,1815,0.4,0,0,0,0,0,0
9074,RefSum,1815,0.4,0,0,0,0,0,0
9075,facebookbart-large-cnn,1816,0.4,0,0,0,0,0,0
9076,googlepegasus-xsum,1816,0.4,0,0,0,0,0,0
9077,gpt-3.5-turbo,1816,0.4,0,0,0,0,0,0
9078,t5-large,1816,0.4,0,0,0,0,0,0
9079,RefSum,1816,0.4,0,0,0,0,0,0
9080,facebookbart-large-cnn,1817,0.4,0,0,0,0,0,0
9081,googlepegasus-xsum,1817,0.4,0,0,0,0,0,0
9082,gpt-3.5-turbo,1817,0.4,0,0,0,0,0,0
9083,t5-large,1817,0.4,0,0,0,0,0,0
9084,RefSum,1817,0.4,0,0,0,0,0,0
9085,facebookbart-large-cnn,1818,0.4,0,0,0,0,0,0
9086,googlepegasus-xsum,1818,0.4,0,0,0,0,0,0
9087,gpt-3.5-turbo,1818,0.4,0,0,0,0,0,0
9088,t5-large,1818,0.4,0,0,0,0,0,0
9089,RefSum,1818,0.4,0,0,0,0,0,0
9090,facebookbart-large-cnn,1819,0.4,0,0,0,0,0,0
9091,googlepegasus-xsum,1819,0.4,0,0,0,0,0,0
9092,gpt-3.5-turbo,1819,0.4,0,0,0,0,0,0
9093,t5-large,1819,0.4,0,0,0,0,0,0
9094,RefSum,1819,0.4,0,0,0,0,0,0
9095,facebookbart-large-cnn,1820,0.4,0,0,0,0,0,0
9096,googlepegasus-xsum,1820,0.4,0,0,0,0,0,0
9097,gpt-3.5-turbo,1820,0.4,0,0,0,0,0,0
9098,t5-large,1820,0.4,0,0,0,0,0,0
9099,RefSum,1820,0.4,0,0,0,0,0,0
9100,facebookbart-large-cnn,1821,0.4,0,0,0,0,0,0
9101,googlepegasus-xsum,1821,0.4,0,0,0,0,0,0
9102,gpt-3.5-turbo,1821,0.4,0,0,0,0,0,0
9103,t5-large,1821,0.4,0,0,0,0,0,0
9104,RefSum,1821,0.4,0,0,0,0,0,0
9105,facebookbart-large-cnn,1822,0.4,0,0,0,0,0,0
9106,googlepegasus-xsum,1822,0.4,0,0,0,0,0,0
9107,gpt-3.5-turbo,1822,0.4,0,0,0,0,0,0
9108,t5-large,1822,0.4,0,0,0,0,0,0
9109,RefSum,1822,0.4,0,0,0,0,0,0
9110,facebookbart-large-cnn,1823,0.4,0,0,0,0,0,0
9111,googlepegasus-xsum,1823,0.4,0,0,0,0,0,0
9112,gpt-3.5-turbo,1823,0.4,0,0,0,0,0,0
9113,t5-large,1823,0.4,0,0,0,0,0,0
9114,RefSum,1823,0.4,0,0,0,0,0,0
9115,facebookbart-large-cnn,1824,0.4,0,0,0,0,0,0
9116,googlepegasus-xsum,1824,0.4,0,0,0,0,0,0
9117,gpt-3.5-turbo,1824,0.4,0,0,0,0,0,0
9118,t5-large,1824,0.4,0,0,0,0,0,0
9119,RefSum,1824,0.4,0,0,0,0,0,0
9120,facebookbart-large-cnn,1825,0.4,0,0,0,0,0,0
9121,googlepegasus-xsum,1825,0.4,0,0,0,0,0,0
9122,gpt-3.5-turbo,1825,0.4,0,0,0,0,0,0
9123,t5-large,1825,0.4,0,0,0,0,0,0
9124,RefSum,1825,0.4,0,0,0,0,0,0
9125,facebookbart-large-cnn,1826,0.4,0,0,0,0,0,0
9126,googlepegasus-xsum,1826,0.4,0,0,0,0,0,0
9127,gpt-3.5-turbo,1826,0.4,0,0,0,0,0,0
9128,t5-large,1826,0.4,0,0,0,0,0,0
9129,RefSum,1826,0.4,0,0,0,0,0,0
9130,facebookbart-large-cnn,1827,0.4,0,0,0,0,0,0
9131,googlepegasus-xsum,1827,0.4,0,0,0,0,0,0
9132,gpt-3.5-turbo,1827,0.4,0,0,0,0,0,0
9133,t5-large,1827,0.4,0,0,0,0,0,0
9134,RefSum,1827,0.4,0,0,0,0,0,0
9135,facebookbart-large-cnn,1828,0.4,0,0,0,0,0,0
9136,googlepegasus-xsum,1828,0.4,0,0,0,0,0,0
9137,gpt-3.5-turbo,1828,0.4,0,0,0,0,0,0
9138,t5-large,1828,0.4,0,0,0,0,0,0
9139,RefSum,1828,0.4,0,0,0,0,0,0
9140,facebookbart-large-cnn,1829,0.4,0,0,0,0,0,0
9141,googlepegasus-xsum,1829,0.4,0,0,0,0,0,0
9142,gpt-3.5-turbo,1829,0.4,0,0,0,0,0,0
9143,t5-large,1829,0.4,0,0,0,0,0,0
9144,RefSum,1829,0.4,0,0,0,0,0,0
9145,facebookbart-large-cnn,1830,0.4,0,0,0,0,0,0
9146,googlepegasus-xsum,1830,0.4,0,0,0,0,0,0
9147,gpt-3.5-turbo,1830,0.4,0,0,0,0,0,0
9148,t5-large,1830,0.4,0,0,0,0,0,0
9149,RefSum,1830,0.4,0,0,0,0,0,0
9150,facebookbart-large-cnn,1831,0.4,0,0,0,0,0,0
9151,googlepegasus-xsum,1831,0.4,0,0,0,0,0,0
9152,gpt-3.5-turbo,1831,0.4,0,0,0,0,0,0
9153,t5-large,1831,0.4,0,0,0,0,0,0
9154,RefSum,1831,0.4,0,0,0,0,0,0
9155,facebookbart-large-cnn,1832,0.4,0,0,0,0,0,0
9156,googlepegasus-xsum,1832,0.4,0,0,0,0,0,0
9157,gpt-3.5-turbo,1832,0.4,0,0,0,0,0,0
9158,t5-large,1832,0.4,0,0,0,0,0,0
9159,RefSum,1832,0.4,0,0,0,0,0,0
9160,facebookbart-large-cnn,1833,0.4,0,0,0,0,0,0
9161,googlepegasus-xsum,1833,0.4,0,0,0,0,0,0
9162,gpt-3.5-turbo,1833,0.4,0,0,0,0,0,0
9163,t5-large,1833,0.4,0,0,0,0,0,0
9164,RefSum,1833,0.4,0,0,0,0,0,0
9165,facebookbart-large-cnn,1834,0.4,0,0,0,0,0,0
9166,googlepegasus-xsum,1834,0.4,0,0,0,0,0,0
9167,gpt-3.5-turbo,1834,0.4,0,0,0,0,0,0
9168,t5-large,1834,0.4,0,0,0,0,0,0
9169,RefSum,1834,0.4,0,0,0,0,0,0
9170,facebookbart-large-cnn,1835,0.4,0,0,0,0,0,0
9171,googlepegasus-xsum,1835,0.4,0,0,0,0,0,0
9172,gpt-3.5-turbo,1835,0.4,0,0,0,0,0,0
9173,t5-large,1835,0.4,0,0,0,0,0,0
9174,RefSum,1835,0.4,0,0,0,0,0,0
9175,facebookbart-large-cnn,1836,0.4,0,0,0,0,0,0
9176,googlepegasus-xsum,1836,0.4,0,0,0,0,0,0
9177,gpt-3.5-turbo,1836,0.4,0,0,0,0,0,0
9178,t5-large,1836,0.4,0,0,0,0,0,0
9179,RefSum,1836,0.4,0,0,0,0,0,0
9180,facebookbart-large-cnn,1837,0.4,0,0,0,0,0,0
9181,googlepegasus-xsum,1837,0.4,0,0,0,0,0,0
9182,gpt-3.5-turbo,1837,0.4,0,0,0,0,0,0
9183,t5-large,1837,0.4,0,0,0,0,0,0
9184,RefSum,1837,0.4,0,0,0,0,0,0
9185,facebookbart-large-cnn,1838,0.4,0,0,0,0,0,0
9186,googlepegasus-xsum,1838,0.4,0,0,0,0,0,0
9187,gpt-3.5-turbo,1838,0.4,0,0,0,0,0,0
9188,t5-large,1838,0.4,0,0,0,0,0,0
9189,RefSum,1838,0.4,0,0,0,0,0,0
9190,facebookbart-large-cnn,1839,0.4,0,0,0,0,0,0
9191,googlepegasus-xsum,1839,0.4,0,0,0,0,0,0
9192,gpt-3.5-turbo,1839,0.4,0,0,0,0,0,0
9193,t5-large,1839,0.4,0,0,0,0,0,0
9194,RefSum,1839,0.4,0,0,0,0,0,0
9195,facebookbart-large-cnn,1840,0.4,0,0,0,0,0,0
9196,googlepegasus-xsum,1840,0.4,0,0,0,0,0,0
9197,gpt-3.5-turbo,1840,0.4,0,0,0,0,0,0
9198,t5-large,1840,0.4,0,0,0,0,0,0
9199,RefSum,1840,0.4,0,0,0,0,0,0
9200,facebookbart-large-cnn,1841,0.4,0,0,0,0,0,0
9201,googlepegasus-xsum,1841,0.4,0,0,0,0,0,0
9202,gpt-3.5-turbo,1841,0.4,0,0,0,0,0,0
9203,t5-large,1841,0.4,0,0,0,0,0,0
9204,RefSum,1841,0.4,0,0,0,0,0,0
9205,facebookbart-large-cnn,1842,0.4,0,0,0,0,0,0
9206,googlepegasus-xsum,1842,0.4,0,0,0,0,0,0
9207,gpt-3.5-turbo,1842,0.4,0,0,0,0,0,0
9208,t5-large,1842,0.4,0,0,0,0,0,0
9209,RefSum,1842,0.4,0,0,0,0,0,0
9210,facebookbart-large-cnn,1843,0.4,0,0,0,0,0,0
9211,googlepegasus-xsum,1843,0.4,0,0,0,0,0,0
9212,gpt-3.5-turbo,1843,0.4,0,0,0,0,0,0
9213,t5-large,1843,0.4,0,0,0,0,0,0
9214,RefSum,1843,0.4,0,0,0,0,0,0
9215,facebookbart-large-cnn,1844,0.4,0,0,0,0,0,0
9216,googlepegasus-xsum,1844,0.4,0,0,0,0,0,0
9217,gpt-3.5-turbo,1844,0.4,0,0,0,0,0,0
9218,t5-large,1844,0.4,0,0,0,0,0,0
9219,RefSum,1844,0.4,0,0,0,0,0,0
9220,facebookbart-large-cnn,1845,0.4,0,0,0,0,0,0
9221,googlepegasus-xsum,1845,0.4,0,0,0,0,0,0
9222,gpt-3.5-turbo,1845,0.4,0,0,0,0,0,0
9223,t5-large,1845,0.4,0,0,0,0,0,0
9224,RefSum,1845,0.4,0,0,0,0,0,0
9225,facebookbart-large-cnn,1846,0.4,0,0,0,0,0,0
9226,googlepegasus-xsum,1846,0.4,0,0,0,0,0,0
9227,gpt-3.5-turbo,1846,0.4,0,0,0,0,0,0
9228,t5-large,1846,0.4,0,0,0,0,0,0
9229,RefSum,1846,0.4,0,0,0,0,0,0
9230,facebookbart-large-cnn,1847,0.4,0,0,0,0,0,0
